Ciudad,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Bucaramanga,Salud,1,1,2024-01-27
Pereira,Educación,2,3,2024-06-19
Bucaramanga,Seguridad,3,2,2023-12-18
Pereira,Educación,2,2,2023-07-12
Cúcuta,Salud,1,1,2023-02-03
Cartagena,Seguridad,3,1,2024-07-09
Cartagena,Educación,2,3,2024-07-20
Bogotá,Salud,1,2,2023-05-24
Pereira,Medio Ambiente,4,2,2023-04-20
Bucaramanga,Medio Ambiente,4,4,2024-02-26
Cali,Educación,2,4,2024-05-08
Medellín,Educación,2,3,2023-02-04
Cali,Medio Ambiente,4,2,2023-12-19
Bucaramanga,Educación,2,3,2023-05-04
Cali,Seguridad,3,3,2023-07-03
Bogotá,Salud,1,1,2023-12-03
Barranquilla,Salud,1,2,2023-09-29
Cartagena,Medio Ambiente,4,1,2024-10-15
Cúcuta,Salud,1,4,2024-02-08
Manizales,Salud,1,2,2024-09-22
Manizales,Educación,2,1,2024-10-30
Pereira,Salud,1,3,2023-09-22
Cali,Seguridad,3,2,2024-04-12
Cartagena,Educación,2,2,2023-02-17
Manizales,Seguridad,3,2,2023-07-24
Bogotá,Seguridad,3,2,2024-09-02
Barranquilla,Medio Ambiente,4,2,2024-01-01
Cúcuta,Medio Ambiente,4,2,2023-07-29
Bucaramanga,Seguridad,3,2,2023-04-10
Cúcuta,Medio Ambiente,4,2,2024-10-19
Santa Marta,Salud,1,4,2023-10-08
Barranquilla,Educación,2,2,2023-11-05
Pereira,Salud,1,2,2023-01-12
Cúcuta,Medio Ambiente,4,2,2023-06-24
Cartagena,Seguridad,3,3,2024-08-24
Cúcuta,Medio Ambiente,4,2,2024-07-18
Manizales,Medio Ambiente,4,4,2024-06-05
Cartagena,Educación,2,1,2024-04-17
Bucaramanga,Seguridad,3,1,2023-07-19
Bogotá,Seguridad,3,1,2023-10-06
Cúcuta,Salud,1,1,2024-06-09
Medellín,Educación,2,3,2024-06-28
Cartagena,Medio Ambiente,4,3,2023-06-20
Medellín,Salud,1,4,2024-03-03
Barranquilla,Educación,2,4,2024-11-08
Manizales,Seguridad,3,2,2023-01-24
Cali,Seguridad,3,3,2023-06-11
Pereira,Medio Ambiente,4,2,2023-12-04
Medellín,Salud,1,3,2023-01-30
Pereira,Salud,1,4,2023-12-05
Medellín,Educación,2,2,2023-11-23
Medellín,Salud,1,4,2024-04-30
Santa Marta,Medio Ambiente,4,1,2023-07-29
Medellín,Seguridad,3,1,2023-02-21
Barranquilla,Medio Ambiente,4,1,2023-01-15
Manizales,Medio Ambiente,4,4,2023-01-25
Barranquilla,Seguridad,3,3,2024-01-26
Bogotá,Salud,1,2,2024-05-01
Cartagena,Educación,2,1,2024-06-09
Medellín,Educación,2,1,2023-01-07
Pereira,Salud,1,2,2024-11-30
Medellín,Medio Ambiente,4,4,2023-05-04
Barranquilla,Medio Ambiente,4,3,2024-11-17
Santa Marta,Salud,1,4,2024-03-26
Bogotá,Medio Ambiente,4,1,2023-01-16
Bogotá,Medio Ambiente,4,4,2023-07-10
Cali,Educación,2,2,2023-10-22
Barranquilla,Medio Ambiente,4,3,2023-09-25
Manizales,Seguridad,3,4,2024-04-10
Cali,Medio Ambiente,4,1,2023-01-23
Cartagena,Medio Ambiente,4,3,2024-06-27
Cali,Seguridad,3,4,2024-01-19
Santa Marta,Salud,1,3,2024-09-28
Bucaramanga,Educación,2,3,2023-03-30
Cali,Salud,1,2,2024-10-24
Bogotá,Educación,2,2,2024-05-18
Bucaramanga,Educación,2,3,2024-04-14
Bucaramanga,Educación,2,2,2023-01-12
Santa Marta,Seguridad,3,4,2023-04-14
Cali,Educación,2,4,2023-07-04
Santa Marta,Medio Ambiente,4,2,2024-12-01
Pereira,Educación,2,4,2023-09-10
Bucaramanga,Educación,2,4,2024-09-12
Barranquilla,Medio Ambiente,4,1,2023-07-20
Bogotá,Medio Ambiente,4,1,2023-12-02
Medellín,Educación,2,3,2023-05-08
Cúcuta,Medio Ambiente,4,3,2024-09-18
Cali,Medio Ambiente,4,2,2024-11-04
Bucaramanga,Salud,1,2,2024-10-03
Cali,Medio Ambiente,4,1,2024-08-21
Manizales,Educación,2,4,2024-07-02
Santa Marta,Salud,1,1,2023-08-05
Santa Marta,Educación,2,4,2024-07-29
Medellín,Salud,1,4,2024-07-10
Cartagena,Salud,1,4,2024-02-20
Barranquilla,Salud,1,1,2023-11-29
Bucaramanga,Educación,2,2,2023-09-12
Cúcuta,Salud,1,4,2024-08-30
Cúcuta,Salud,1,2,2024-07-16
Cali,Seguridad,3,3,2023-11-11
Medellín,Medio Ambiente,4,4,2023-07-27
Barranquilla,Medio Ambiente,4,2,2023-05-05
Cali,Educación,2,2,2024-04-19
Cúcuta,Educación,2,4,2024-11-08
Bucaramanga,Medio Ambiente,4,2,2023-01-08
Cúcuta,Medio Ambiente,4,4,2024-11-16
Bogotá,Medio Ambiente,4,2,2023-08-26
Bogotá,Medio Ambiente,4,1,2024-04-21
Pereira,Salud,1,1,2023-03-01
Bogotá,Medio Ambiente,4,2,2024-06-10
Medellín,Salud,1,4,2024-01-04
Cartagena,Medio Ambiente,4,4,2023-07-11
Manizales,Medio Ambiente,4,3,2023-05-06
Bucaramanga,Seguridad,3,2,2023-12-17
Cúcuta,Seguridad,3,3,2024-05-20
Manizales,Seguridad,3,1,2023-02-16
Manizales,Educación,2,1,2023-12-28
Cali,Seguridad,3,1,2023-07-10
Cúcuta,Educación,2,2,2023-01-04
Cali,Medio Ambiente,4,4,2023-01-14
Cartagena,Salud,1,1,2023-12-07
Pereira,Seguridad,3,4,2023-09-18
Medellín,Educación,2,3,2023-09-21
Medellín,Medio Ambiente,4,1,2023-04-27
Pereira,Educación,2,1,2024-06-19
Pereira,Salud,1,4,2023-09-17
Medellín,Medio Ambiente,4,1,2024-06-24
Cali,Educación,2,1,2024-07-06
Cúcuta,Salud,1,4,2023-09-23
Cartagena,Educación,2,1,2024-06-18
Barranquilla,Salud,1,3,2024-04-22
Cali,Educación,2,2,2024-12-01
Manizales,Educación,2,1,2023-04-30
Manizales,Educación,2,1,2023-08-20
Santa Marta,Medio Ambiente,4,1,2024-08-17
Medellín,Medio Ambiente,4,2,2023-07-24
Pereira,Seguridad,3,1,2023-09-23
Bogotá,Seguridad,3,2,2023-08-19
Cúcuta,Medio Ambiente,4,4,2023-07-17
Bucaramanga,Medio Ambiente,4,4,2023-09-26
Santa Marta,Educación,2,2,2023-12-25
Santa Marta,Medio Ambiente,4,2,2023-10-26
Cartagena,Educación,2,1,2024-09-13
Medellín,Educación,2,4,2023-12-24
Bogotá,Educación,2,4,2024-07-18
Cartagena,Medio Ambiente,4,3,2023-10-26
Barranquilla,Seguridad,3,4,2024-04-30
Medellín,Seguridad,3,3,2023-09-03
Bogotá,Educación,2,3,2024-02-22
Bucaramanga,Salud,1,2,2024-11-11
Bucaramanga,Educación,2,1,2023-07-05
Cali,Seguridad,3,1,2023-10-10
Santa Marta,Seguridad,3,1,2023-12-29
Manizales,Medio Ambiente,4,1,2023-06-27
Bucaramanga,Salud,1,3,2024-09-05
Manizales,Salud,1,3,2024-11-28
Cúcuta,Salud,1,1,2023-07-06
Barranquilla,Educación,2,3,2024-10-03
Cartagena,Salud,1,2,2023-05-16
Barranquilla,Salud,1,4,2024-10-30
Bogotá,Salud,1,4,2023-03-06
Santa Marta,Seguridad,3,4,2024-05-24
Cali,Medio Ambiente,4,3,2023-07-21
Cali,Salud,1,4,2023-01-27
Medellín,Seguridad,3,3,2023-07-20
Manizales,Medio Ambiente,4,2,2024-07-24
Pereira,Salud,1,1,2023-03-01
Cúcuta,Educación,2,3,2023-02-21
Santa Marta,Salud,1,3,2023-08-22
Pereira,Educación,2,2,2024-02-22
Cartagena,Salud,1,1,2023-11-21
Cali,Educación,2,2,2023-03-17
Cúcuta,Educación,2,3,2024-01-20
Cartagena,Salud,1,4,2023-02-13
Santa Marta,Seguridad,3,2,2024-11-01
Medellín,Seguridad,3,3,2024-08-23
Cartagena,Salud,1,4,2024-01-13
Barranquilla,Seguridad,3,3,2023-08-14
Cartagena,Seguridad,3,2,2023-05-30
Manizales,Salud,1,2,2023-09-26
Bogotá,Medio Ambiente,4,1,2023-03-29
Cali,Educación,2,4,2023-03-23
Bogotá,Educación,2,2,2023-09-23
Cartagena,Seguridad,3,1,2024-04-09
Bucaramanga,Educación,2,4,2024-12-01
Santa Marta,Educación,2,1,2023-11-18
Pereira,Educación,2,3,2024-06-12
Bogotá,Seguridad,3,3,2023-11-16
Cartagena,Educación,2,4,2024-09-05
Bucaramanga,Medio Ambiente,4,3,2023-10-30
Manizales,Salud,1,2,2023-03-08
Cali,Seguridad,3,4,2023-08-03
Cartagena,Seguridad,3,3,2023-10-09
Cartagena,Medio Ambiente,4,2,2024-08-28
Cali,Educación,2,3,2024-09-15
Manizales,Medio Ambiente,4,2,2023-06-19
Manizales,Educación,2,4,2023-04-05
Bucaramanga,Educación,2,1,2023-12-12
Bogotá,Medio Ambiente,4,3,2023-09-19
Pereira,Salud,1,1,2024-09-15
Cali,Educación,2,4,2024-06-10
Cartagena,Educación,2,1,2023-03-16
Medellín,Medio Ambiente,4,2,2024-05-06
Bogotá,Medio Ambiente,4,1,2024-03-19
Bucaramanga,Medio Ambiente,4,1,2023-07-08
Barranquilla,Educación,2,1,2023-05-24
Manizales,Educación,2,3,2023-05-26
Bucaramanga,Salud,1,3,2024-07-19
Medellín,Salud,1,1,2023-01-14
Bogotá,Seguridad,3,3,2024-07-14
Manizales,Seguridad,3,2,2024-08-21
Medellín,Educación,2,4,2023-11-30
Cúcuta,Educación,2,2,2023-04-03
Medellín,Salud,1,1,2024-01-23
Cali,Educación,2,1,2023-01-18
Bogotá,Seguridad,3,3,2024-06-01
Santa Marta,Educación,2,3,2023-12-04
Cartagena,Salud,1,1,2023-05-04
Bogotá,Seguridad,3,3,2023-03-24
Medellín,Medio Ambiente,4,4,2024-10-13
Pereira,Educación,2,1,2023-11-18
Cúcuta,Educación,2,1,2023-10-02
Santa Marta,Medio Ambiente,4,3,2023-03-09
Cartagena,Educación,2,1,2023-01-14
Pereira,Medio Ambiente,4,1,2023-06-07
Bogotá,Seguridad,3,2,2023-08-26
Pereira,Educación,2,4,2024-11-30
Cali,Salud,1,2,2024-08-06
Cúcuta,Educación,2,4,2023-05-11
Cúcuta,Medio Ambiente,4,4,2023-07-03
Barranquilla,Educación,2,4,2023-09-23
Medellín,Seguridad,3,1,2023-12-30
Manizales,Educación,2,3,2024-07-30
Cúcuta,Educación,2,1,2023-05-22
Barranquilla,Educación,2,1,2023-10-30
Cúcuta,Educación,2,4,2024-09-05
Santa Marta,Seguridad,3,3,2023-11-15
Bucaramanga,Educación,2,4,2024-10-25
Cartagena,Salud,1,4,2023-03-31
Bogotá,Seguridad,3,2,2023-01-05
Cúcuta,Salud,1,1,2024-07-03
Bogotá,Medio Ambiente,4,2,2024-11-17
Cartagena,Seguridad,3,4,2023-11-11
Bucaramanga,Educación,2,3,2023-09-14
Cúcuta,Educación,2,1,2023-04-18
Manizales,Educación,2,4,2023-03-29
Manizales,Salud,1,3,2024-07-05
Bucaramanga,Medio Ambiente,4,1,2024-09-14
Manizales,Salud,1,2,2024-03-15
Cartagena,Educación,2,2,2023-04-20
Cali,Salud,1,4,2024-10-14
Barranquilla,Educación,2,4,2023-04-12
Cúcuta,Salud,1,1,2024-11-29
Barranquilla,Salud,1,3,2024-05-18
Manizales,Salud,1,4,2023-01-27
Barranquilla,Educación,2,4,2023-03-03
Pereira,Medio Ambiente,4,1,2024-03-13
Santa Marta,Salud,1,3,2024-11-27
Bucaramanga,Seguridad,3,4,2024-11-01
Barranquilla,Salud,1,1,2023-12-11
Santa Marta,Educación,2,4,2023-07-22
Cali,Seguridad,3,2,2024-10-28
Bucaramanga,Medio Ambiente,4,2,2024-03-30
Barranquilla,Medio Ambiente,4,3,2024-06-27
Santa Marta,Educación,2,4,2024-02-04
Bucaramanga,Medio Ambiente,4,2,2023-03-15
Pereira,Salud,1,4,2023-10-06
Bogotá,Salud,1,2,2024-02-21
Bucaramanga,Medio Ambiente,4,2,2023-12-14
Medellín,Seguridad,3,4,2023-11-06
Manizales,Seguridad,3,2,2024-02-18
Cali,Seguridad,3,1,2023-09-01
Cúcuta,Medio Ambiente,4,4,2023-01-07
Pereira,Educación,2,2,2024-03-18
Pereira,Educación,2,2,2023-10-28
Pereira,Salud,1,2,2024-03-10
Santa Marta,Medio Ambiente,4,3,2024-04-30
Cali,Seguridad,3,4,2023-05-18
Bucaramanga,Medio Ambiente,4,3,2023-02-05
Bucaramanga,Seguridad,3,3,2023-09-05
Bucaramanga,Medio Ambiente,4,2,2024-02-16
Santa Marta,Educación,2,2,2024-07-03
Cali,Medio Ambiente,4,2,2023-11-02
Cúcuta,Medio Ambiente,4,1,2023-08-23
Medellín,Educación,2,4,2024-01-15
Bogotá,Educación,2,1,2023-03-05
Cúcuta,Educación,2,3,2024-01-07
Medellín,Medio Ambiente,4,4,2023-01-18
Pereira,Educación,2,4,2024-05-27
Bogotá,Seguridad,3,2,2023-02-17
Medellín,Medio Ambiente,4,1,2023-11-03
Santa Marta,Educación,2,4,2023-10-03
Manizales,Educación,2,2,2023-07-23
Barranquilla,Educación,2,2,2024-07-31
Cali,Salud,1,1,2024-05-19
Manizales,Medio Ambiente,4,1,2023-05-07
Bucaramanga,Salud,1,4,2023-06-09
Bucaramanga,Educación,2,3,2024-08-17
Cúcuta,Salud,1,1,2024-06-24
Bucaramanga,Medio Ambiente,4,2,2024-04-20
Medellín,Educación,2,4,2024-02-15
Medellín,Educación,2,3,2024-08-30
Santa Marta,Medio Ambiente,4,4,2023-09-19
Cúcuta,Educación,2,4,2024-01-29
Manizales,Medio Ambiente,4,4,2024-07-12
Barranquilla,Seguridad,3,3,2023-12-29
Santa Marta,Salud,1,2,2023-09-09
Cali,Educación,2,4,2023-10-11
Medellín,Salud,1,1,2024-04-24
Cúcuta,Educación,2,2,2023-05-25
Medellín,Salud,1,2,2023-01-04
Bucaramanga,Educación,2,4,2024-06-29
Cúcuta,Seguridad,3,2,2024-07-25
Barranquilla,Educación,2,2,2024-08-19
Bucaramanga,Salud,1,3,2023-11-17
Bucaramanga,Medio Ambiente,4,1,2024-03-25
Medellín,Salud,1,4,2023-08-13
Bucaramanga,Educación,2,4,2024-01-21
Bogotá,Educación,2,2,2023-04-25
Cartagena,Medio Ambiente,4,1,2023-10-26
Santa Marta,Seguridad,3,2,2023-06-17
Cartagena,Educación,2,4,2023-01-23
Cartagena,Medio Ambiente,4,1,2023-01-05
Pereira,Seguridad,3,4,2023-11-05
Medellín,Seguridad,3,4,2023-06-17
Santa Marta,Educación,2,2,2024-11-26
Medellín,Medio Ambiente,4,2,2023-12-18
Bucaramanga,Medio Ambiente,4,4,2024-11-30
Bogotá,Seguridad,3,1,2024-02-18
Bogotá,Seguridad,3,1,2023-11-02
Medellín,Seguridad,3,4,2023-04-25
Cali,Salud,1,3,2024-09-08
Cartagena,Medio Ambiente,4,2,2024-05-14
Manizales,Educación,2,4,2024-05-28
Cúcuta,Educación,2,1,2023-09-14
Barranquilla,Medio Ambiente,4,1,2023-02-10
Barranquilla,Medio Ambiente,4,4,2024-10-26
Pereira,Educación,2,2,2024-03-02
Medellín,Seguridad,3,1,2024-03-12
Manizales,Educación,2,4,2024-01-09
Pereira,Medio Ambiente,4,4,2024-08-11
Bucaramanga,Salud,1,1,2023-04-23
Cartagena,Educación,2,3,2023-01-24
Bogotá,Educación,2,3,2023-01-23
Medellín,Seguridad,3,2,2023-09-26
Cali,Medio Ambiente,4,2,2024-03-25
Bucaramanga,Educación,2,3,2023-05-04
Cali,Medio Ambiente,4,3,2024-05-08
Cúcuta,Salud,1,1,2023-04-23
Bogotá,Seguridad,3,1,2023-04-14
Bogotá,Medio Ambiente,4,3,2024-11-16
Santa Marta,Salud,1,4,2023-05-02
Pereira,Medio Ambiente,4,2,2023-08-27
Pereira,Medio Ambiente,4,4,2024-06-22
Cali,Medio Ambiente,4,1,2023-06-17
Medellín,Medio Ambiente,4,2,2023-01-12
Cali,Educación,2,3,2023-02-10
Bogotá,Educación,2,4,2024-09-02
Santa Marta,Seguridad,3,3,2024-10-16
Bucaramanga,Seguridad,3,2,2023-10-14
Cartagena,Educación,2,4,2024-08-19
Manizales,Salud,1,2,2024-04-07
Bucaramanga,Educación,2,3,2023-09-04
Santa Marta,Seguridad,3,2,2023-05-27
Cúcuta,Educación,2,3,2024-02-20
Medellín,Educación,2,3,2024-01-17
Medellín,Medio Ambiente,4,4,2024-09-21
Bogotá,Seguridad,3,3,2024-10-11
Medellín,Educación,2,1,2023-02-07
Manizales,Seguridad,3,4,2023-06-10
Manizales,Medio Ambiente,4,4,2024-06-02
Bogotá,Educación,2,4,2023-01-26
Barranquilla,Seguridad,3,3,2024-06-07
Cúcuta,Seguridad,3,4,2023-09-12
Manizales,Seguridad,3,4,2024-02-29
Bogotá,Educación,2,3,2024-04-24
Santa Marta,Medio Ambiente,4,4,2024-10-29
Manizales,Educación,2,1,2023-02-25
Cali,Seguridad,3,1,2024-08-17
Manizales,Educación,2,1,2023-06-21
Medellín,Educación,2,4,2023-11-29
Barranquilla,Medio Ambiente,4,1,2023-07-04
Bogotá,Educación,2,2,2024-01-13
Santa Marta,Seguridad,3,2,2023-04-02
Cartagena,Medio Ambiente,4,1,2023-04-06
Manizales,Medio Ambiente,4,1,2023-09-13
Medellín,Seguridad,3,4,2024-02-10
Medellín,Educación,2,1,2023-04-09
Santa Marta,Salud,1,4,2023-12-05
Manizales,Salud,1,3,2024-05-20
Cúcuta,Medio Ambiente,4,4,2023-02-10
Cartagena,Salud,1,2,2024-11-10
Santa Marta,Medio Ambiente,4,3,2023-05-26
Cúcuta,Seguridad,3,2,2024-03-06
Santa Marta,Seguridad,3,3,2023-04-01
Pereira,Educación,2,3,2024-10-06
Cartagena,Salud,1,2,2023-06-30
Medellín,Seguridad,3,3,2024-02-20
Medellín,Medio Ambiente,4,1,2024-03-01
Medellín,Educación,2,3,2024-05-21
Bogotá,Salud,1,4,2024-10-12
Barranquilla,Medio Ambiente,4,1,2023-10-13
Manizales,Educación,2,4,2023-08-01
Bogotá,Medio Ambiente,4,4,2024-02-11
Cali,Educación,2,3,2023-10-11
Medellín,Medio Ambiente,4,1,2023-12-05
Bucaramanga,Medio Ambiente,4,1,2023-01-07
Cúcuta,Medio Ambiente,4,4,2024-04-22
Bogotá,Salud,1,3,2023-05-08
Bogotá,Educación,2,3,2023-11-22
Cartagena,Salud,1,4,2023-07-09
Cúcuta,Salud,1,2,2023-09-21
Manizales,Seguridad,3,2,2024-06-19
Cúcuta,Educación,2,3,2023-01-04
Pereira,Salud,1,3,2024-01-19
Medellín,Educación,2,4,2023-10-18
Barranquilla,Medio Ambiente,4,2,2023-10-14
Barranquilla,Medio Ambiente,4,4,2023-09-26
Santa Marta,Seguridad,3,1,2023-07-01
Bucaramanga,Salud,1,2,2023-03-29
Santa Marta,Educación,2,2,2024-03-13
Medellín,Seguridad,3,3,2024-04-17
Manizales,Seguridad,3,1,2023-10-06
Santa Marta,Medio Ambiente,4,4,2024-03-26
Bogotá,Seguridad,3,3,2024-08-27
Barranquilla,Medio Ambiente,4,2,2023-09-22
Bucaramanga,Seguridad,3,4,2024-03-13
Cartagena,Medio Ambiente,4,2,2024-02-29
Manizales,Educación,2,3,2023-05-02
Cartagena,Medio Ambiente,4,1,2023-04-14
Medellín,Seguridad,3,1,2024-03-15
Cartagena,Educación,2,1,2024-02-02
Manizales,Medio Ambiente,4,4,2023-06-19
Medellín,Medio Ambiente,4,4,2023-04-05
Santa Marta,Educación,2,2,2023-03-30
Barranquilla,Educación,2,3,2024-01-16
Cali,Educación,2,4,2023-06-26
Cali,Educación,2,2,2023-04-11
Manizales,Educación,2,3,2024-06-03
Cali,Medio Ambiente,4,3,2024-09-17
Cartagena,Medio Ambiente,4,4,2023-04-30
Medellín,Medio Ambiente,4,3,2023-06-23
Santa Marta,Salud,1,4,2024-03-22
Santa Marta,Salud,1,3,2023-01-04
Santa Marta,Seguridad,3,2,2024-10-15
Barranquilla,Salud,1,2,2024-02-06
Cúcuta,Medio Ambiente,4,4,2024-04-28
Bucaramanga,Seguridad,3,4,2024-11-27
Barranquilla,Educación,2,1,2024-09-12
Bogotá,Educación,2,1,2023-09-21
Bucaramanga,Medio Ambiente,4,2,2023-03-18
Bogotá,Medio Ambiente,4,1,2023-11-26
Pereira,Medio Ambiente,4,2,2023-11-15
Bogotá,Medio Ambiente,4,3,2024-11-08
Bucaramanga,Seguridad,3,3,2024-01-07
Santa Marta,Medio Ambiente,4,3,2023-01-22
Bogotá,Medio Ambiente,4,2,2024-10-02
Bucaramanga,Salud,1,4,2024-11-13
Cartagena,Salud,1,3,2023-04-20
Cúcuta,Salud,1,3,2024-11-09
Santa Marta,Seguridad,3,1,2023-10-08
Bucaramanga,Educación,2,1,2023-03-27
Medellín,Educación,2,2,2024-10-19
Cali,Medio Ambiente,4,2,2023-08-31
Bucaramanga,Seguridad,3,1,2023-08-08
Manizales,Educación,2,4,2023-08-19
Cali,Medio Ambiente,4,4,2023-07-15
Pereira,Seguridad,3,4,2023-01-26
Medellín,Seguridad,3,3,2023-05-17
Barranquilla,Seguridad,3,4,2024-10-16
Cartagena,Seguridad,3,1,2023-09-08
Pereira,Educación,2,4,2023-12-09
Pereira,Medio Ambiente,4,2,2023-09-21
Cúcuta,Seguridad,3,3,2024-03-17
Santa Marta,Salud,1,3,2023-08-22
Medellín,Seguridad,3,3,2024-06-23
Medellín,Educación,2,2,2024-02-29
Bogotá,Salud,1,1,2023-01-30
Pereira,Medio Ambiente,4,1,2024-05-25
Medellín,Salud,1,4,2024-09-29
Bucaramanga,Salud,1,4,2023-09-28
Bucaramanga,Medio Ambiente,4,4,2023-01-28
Pereira,Educación,2,4,2023-06-04
Manizales,Salud,1,1,2023-08-26
Manizales,Seguridad,3,2,2024-04-28
Barranquilla,Medio Ambiente,4,1,2024-01-22
Santa Marta,Salud,1,1,2023-11-02
Cúcuta,Educación,2,1,2023-10-09
Medellín,Medio Ambiente,4,2,2023-09-01
Cali,Medio Ambiente,4,1,2023-08-08
Bogotá,Seguridad,3,4,2024-04-24
Cali,Medio Ambiente,4,1,2023-10-29
Manizales,Salud,1,3,2023-03-10
Medellín,Medio Ambiente,4,1,2024-06-02
Cartagena,Educación,2,1,2023-02-26
Cali,Educación,2,4,2024-07-02
Bogotá,Seguridad,3,4,2023-04-08
Bucaramanga,Seguridad,3,3,2024-01-07
Medellín,Educación,2,2,2023-10-19
Cúcuta,Seguridad,3,1,2024-02-16
Santa Marta,Educación,2,1,2023-02-12
Cúcuta,Medio Ambiente,4,3,2023-06-29
Pereira,Educación,2,2,2023-12-22
Bogotá,Educación,2,1,2023-01-31
Manizales,Educación,2,1,2024-03-19
Medellín,Seguridad,3,3,2023-01-16
Medellín,Medio Ambiente,4,1,2023-05-16
Pereira,Educación,2,3,2024-09-03
Cali,Educación,2,4,2023-08-10
Bogotá,Medio Ambiente,4,2,2024-03-28
Cali,Seguridad,3,1,2024-11-18
Cartagena,Seguridad,3,2,2024-06-22
Pereira,Salud,1,2,2023-04-20
Cúcuta,Medio Ambiente,4,1,2024-01-04
Pereira,Seguridad,3,2,2023-12-17
Cartagena,Educación,2,4,2023-06-05
Manizales,Seguridad,3,2,2023-05-26
Cartagena,Medio Ambiente,4,3,2024-02-09
Santa Marta,Salud,1,4,2024-04-28
Bogotá,Salud,1,3,2024-05-15
Bucaramanga,Educación,2,3,2024-09-24
Bucaramanga,Educación,2,3,2023-06-05
Cali,Seguridad,3,4,2024-03-25
Bogotá,Educación,2,4,2023-07-09
Cúcuta,Educación,2,2,2024-01-26
Cúcuta,Salud,1,4,2023-11-25
Barranquilla,Educación,2,3,2024-11-04
Medellín,Educación,2,3,2023-08-04
Cali,Educación,2,4,2023-04-15
Pereira,Salud,1,1,2023-10-17
Barranquilla,Medio Ambiente,4,1,2023-01-15
Barranquilla,Seguridad,3,3,2023-08-08
Barranquilla,Seguridad,3,2,2023-03-26
Cúcuta,Salud,1,1,2024-02-22
Cali,Salud,1,2,2024-02-27
Pereira,Salud,1,4,2023-12-22
Bucaramanga,Medio Ambiente,4,1,2024-02-06
Pereira,Seguridad,3,2,2023-02-14
Medellín,Salud,1,2,2024-10-21
Barranquilla,Seguridad,3,1,2024-01-06
Medellín,Seguridad,3,3,2023-05-20
Santa Marta,Educación,2,1,2024-10-18
Cartagena,Educación,2,4,2023-06-11
Barranquilla,Medio Ambiente,4,4,2024-03-11
Santa Marta,Medio Ambiente,4,1,2023-02-15
Manizales,Medio Ambiente,4,2,2023-05-09
Santa Marta,Medio Ambiente,4,3,2023-01-06
Pereira,Medio Ambiente,4,2,2023-12-12
Barranquilla,Medio Ambiente,4,3,2024-06-03
Medellín,Medio Ambiente,4,2,2024-08-03
Manizales,Seguridad,3,2,2023-03-13
Santa Marta,Educación,2,1,2023-03-07
Cúcuta,Salud,1,4,2024-07-29
Cali,Medio Ambiente,4,4,2023-01-29
Santa Marta,Medio Ambiente,4,4,2024-03-06
Bogotá,Seguridad,3,4,2024-07-26
Cartagena,Salud,1,3,2023-04-20
Medellín,Salud,1,3,2024-06-26
Medellín,Seguridad,3,3,2024-01-18
Cartagena,Educación,2,2,2024-08-22
Pereira,Medio Ambiente,4,1,2023-07-24
Pereira,Seguridad,3,1,2024-02-16
Cartagena,Medio Ambiente,4,4,2023-12-21
Pereira,Educación,2,3,2024-04-01
Bucaramanga,Educación,2,3,2023-01-05
Cúcuta,Medio Ambiente,4,1,2023-03-09
Pereira,Educación,2,2,2023-10-02
Pereira,Educación,2,2,2024-01-20
Santa Marta,Educación,2,2,2024-07-04
Medellín,Medio Ambiente,4,3,2024-07-05
Pereira,Salud,1,1,2024-07-10
Barranquilla,Seguridad,3,1,2023-03-05
Cali,Salud,1,4,2024-04-04
Bucaramanga,Medio Ambiente,4,4,2024-02-14
Santa Marta,Seguridad,3,1,2023-09-29
Santa Marta,Medio Ambiente,4,1,2023-08-06
Barranquilla,Medio Ambiente,4,3,2023-07-27
Barranquilla,Medio Ambiente,4,4,2023-06-19
Cartagena,Medio Ambiente,4,3,2023-01-03
Pereira,Medio Ambiente,4,2,2024-08-17
Barranquilla,Medio Ambiente,4,1,2024-07-25
Barranquilla,Educación,2,2,2024-05-04
Pereira,Educación,2,2,2024-08-02
Cartagena,Educación,2,1,2024-04-13
Cartagena,Medio Ambiente,4,4,2023-03-30
Manizales,Seguridad,3,2,2024-10-26
Pereira,Medio Ambiente,4,3,2023-07-17
Barranquilla,Medio Ambiente,4,2,2024-10-12
Cali,Medio Ambiente,4,1,2023-07-31
Cartagena,Salud,1,4,2023-06-20
Medellín,Seguridad,3,1,2023-05-27
Medellín,Educación,2,1,2024-07-22
Pereira,Educación,2,2,2023-10-28
Cali,Seguridad,3,2,2024-09-27
Medellín,Medio Ambiente,4,4,2023-01-09
Manizales,Medio Ambiente,4,1,2024-01-03
Medellín,Medio Ambiente,4,1,2023-09-14
Manizales,Educación,2,3,2023-06-09
Pereira,Educación,2,3,2023-09-30
Pereira,Salud,1,1,2024-03-07
Cali,Educación,2,3,2024-04-03
Medellín,Educación,2,1,2024-02-28
Manizales,Seguridad,3,4,2024-02-02
Medellín,Educación,2,1,2024-09-11
Bucaramanga,Seguridad,3,2,2024-06-18
Bogotá,Salud,1,1,2023-06-07
Santa Marta,Educación,2,2,2024-10-11
Pereira,Medio Ambiente,4,4,2024-08-25
Santa Marta,Medio Ambiente,4,1,2023-11-18
Bogotá,Salud,1,1,2023-10-09
Cartagena,Medio Ambiente,4,4,2023-05-09
Pereira,Educación,2,1,2023-03-29
