Ciudad,Comentario,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2023-07-07
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-12-14
Pereira,no hay suficientes escuelas públicas.,Educación,2,2,2023-02-11
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-04-23
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-11-05
Pereira,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-11
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-04-08
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-06-30
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-09-28
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-04-20
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-02-28
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-08-28
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-05-06
Bucaramanga,queremos más presencia policial.,Seguridad,3,3,2023-07-28
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-08-02
Manizales,faltan médicos en el centro de salud.,Salud,1,2,2024-06-29
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-08-20
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-01-22
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-07-10
Cartagena,faltan médicos en el centro de salud.,Salud,1,1,2023-11-10
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-05-27
Barranquilla,no hay suficientes escuelas públicas.,Educación,2,3,2024-06-16
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-08-23
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,3,2023-11-25
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-08-20
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-01-06
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-02-28
Manizales,falta agua potable en varias casas.,Salud,1,4,2024-10-18
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-05-27
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-12-07
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-08-23
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-03-14
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-09-05
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-10-15
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-11-02
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-04-14
Cúcuta,falta agua potable en varias casas.,Salud,1,3,2024-08-17
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-05-20
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-05-17
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-09-21
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-01-14
Santa Marta,falta agua potable en varias casas.,Salud,1,2,2024-10-10
Bucaramanga,falta agua potable en varias casas.,Salud,1,3,2024-05-01
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-06-25
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-06-15
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-05-30
Santa Marta,falta agua potable en varias casas.,Salud,1,4,2023-10-03
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-08-26
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-05-05
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-06-17
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-03-24
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-09-26
Bogotá,no hay suficientes escuelas públicas.,Educación,2,1,2024-07-16
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2024-09-08
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,3,2024-04-24
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-01-18
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-04-17
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,4,2023-11-09
Manizales,faltan médicos en el centro de salud.,Salud,1,1,2023-10-29
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-03-26
Bogotá,faltan médicos en el centro de salud.,Salud,1,4,2024-04-19
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-05-07
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-09-25
Bogotá,falta agua potable en varias casas.,Salud,1,2,2024-09-10
Cali,queremos más presencia policial.,Seguridad,3,3,2024-10-11
Cartagena,faltan médicos en el centro de salud.,Salud,1,1,2024-08-31
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-08-01
Barranquilla,falta agua potable en varias casas.,Salud,1,2,2023-11-13
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-10-23
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-11-12
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-04-23
Cartagena,faltan médicos en el centro de salud.,Salud,1,1,2023-09-20
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-03-23
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-11-06
Cúcuta,falta agua potable en varias casas.,Salud,1,4,2024-02-08
Santa Marta,faltan médicos en el centro de salud.,Salud,1,2,2024-05-04
Cúcuta,faltan médicos en el centro de salud.,Salud,1,1,2023-12-25
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-05-18
Cali,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-12-15
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-12-13
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-04-06
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2023-10-12
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-05-06
Medellín,faltan médicos en el centro de salud.,Salud,1,2,2024-11-22
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-07-09
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-09-13
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-08-20
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-10-22
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-05-07
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-10-09
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,3,2023-01-03
Cali,no hay suficientes escuelas públicas.,Educación,2,2,2023-04-14
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-09-24
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-01-21
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-10-08
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-03-05
Cali,faltan médicos en el centro de salud.,Salud,1,4,2024-08-03
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-09-06
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,3,2024-04-05
Medellín,no hay suficientes escuelas públicas.,Educación,2,1,2023-09-24
Cali,faltan médicos en el centro de salud.,Salud,1,3,2024-09-17
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-04-15
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-03-27
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-03-03
Cartagena,queremos más presencia policial.,Seguridad,3,1,2023-09-27
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-07-20
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-06-24
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-06-02
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-04-08
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,2,2023-10-29
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-04-08
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-03-29
Bucaramanga,queremos más presencia policial.,Seguridad,3,1,2024-11-26
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-04-21
Cúcuta,queremos más presencia policial.,Seguridad,3,2,2023-09-11
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-07-12
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2024-05-18
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-12-31
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-05-01
Santa Marta,queremos más presencia policial.,Seguridad,3,2,2023-06-02
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-07-30
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2023-11-12
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-08-08
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-06-21
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-05
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2023-02-26
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-05-14
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2024-04-28
Medellín,queremos más presencia policial.,Seguridad,3,3,2023-06-08
Pereira,queremos más presencia policial.,Seguridad,3,3,2023-03-19
Barranquilla,faltan médicos en el centro de salud.,Salud,1,4,2023-06-14
Cali,no hay suficientes escuelas públicas.,Educación,2,2,2023-03-08
Pereira,no hay suficientes escuelas públicas.,Educación,2,2,2024-05-26
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-01-18
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-07-11
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-07-30
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-07-09
Barranquilla,queremos más presencia policial.,Seguridad,3,4,2023-03-18
Cartagena,queremos más presencia policial.,Seguridad,3,2,2024-11-27
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-10-01
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-04-11
Bucaramanga,queremos más presencia policial.,Seguridad,3,1,2024-04-27
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-05-03
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-04-05
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-01-05
Pereira,no hay suficientes escuelas públicas.,Educación,2,4,2023-02-20
Cali,no hay suficientes escuelas públicas.,Educación,2,2,2023-06-03
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-09-27
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-09-27
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-05-14
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-04-22
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-02-21
Barranquilla,faltan médicos en el centro de salud.,Salud,1,4,2023-08-14
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-11-10
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-04-06
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-01-08
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-08-17
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-05-26
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-01-08
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-03-17
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-05-09
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-01-16
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-09-30
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-09-04
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-06-03
Pereira,faltan médicos en el centro de salud.,Salud,1,2,2024-03-31
Cartagena,no hay suficientes escuelas públicas.,Educación,2,4,2023-10-08
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-01-06
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-05-09
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-06-26
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-09-07
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-09-08
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-11-30
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-02-11
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-10-03
Medellín,falta agua potable en varias casas.,Salud,1,2,2023-03-18
Pereira,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-08-13
Santa Marta,queremos más presencia policial.,Seguridad,3,1,2024-08-22
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2023-10-03
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-07-14
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-04-07
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-01-25
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-03-30
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-01-09
Medellín,falta agua potable en varias casas.,Salud,1,3,2024-10-12
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-06-23
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-06-06
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-12
Manizales,falta agua potable en varias casas.,Salud,1,4,2023-10-20
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,4,2024-07-14
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-08-31
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,4,2023-07-25
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2023-04-08
Pereira,faltan médicos en el centro de salud.,Salud,1,1,2024-04-24
Cali,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-06-08
Medellín,no hay suficientes escuelas públicas.,Educación,2,3,2023-12-25
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-02-15
Pereira,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-01-10
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-08-06
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-09-11
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-07-26
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-05-29
Bogotá,queremos más presencia policial.,Seguridad,3,3,2023-03-02
Cartagena,falta agua potable en varias casas.,Salud,1,3,2023-02-21
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-06-24
Bucaramanga,queremos más presencia policial.,Seguridad,3,4,2023-02-12
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-02-26
Cali,faltan médicos en el centro de salud.,Salud,1,1,2024-04-06
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-04-04
Bogotá,queremos más presencia policial.,Seguridad,3,3,2023-11-14
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-05-22
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-10-29
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2023-10-01
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-06-30
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-01-09
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-03-08
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-07-11
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-10-18
Cartagena,queremos más presencia policial.,Seguridad,3,1,2023-01-22
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-12-17
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-07-26
Manizales,falta agua potable en varias casas.,Salud,1,3,2024-08-22
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-06-13
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-02-25
